VERB_lemma	VERB_lexical	Prep_lemma	Prep_lexical	PP_head_lemma	PP_head_lexical	PP_head_POS
preserve	preserved	in	in	Archive	Archive	PROPN
make	made	for	for	service	services	NOUN
describe	described	as	as	Queen	Queen	PROPN
co-found	co-founded	in	in	1930s	1930s	NOUN
move	moving	to	to	London	London	PROPN
describe	described	as	as	planet	planet	NOUN
fall	fell	with	with	he	him	PRON
publish	published	under	under	name	name	NOUN
publish	published	in	in	@card@	1892	NUM
lie	lay	in	in	acceptance	acceptance	NOUN
die	died	at	at	age	age	NOUN
hit	Hit	on	on	@card@	16	NUM
graduate	graduated	from	from	School	School	PROPN
transfer	transferring	in	in	@card@	2009	NUM
post	posted	in	in	game	games	NOUN
draft	drafted	with	with	selection	selection	NOUN
advance	advancing	in	in	@card@	2010	NUM
promote	promoted	from	from	minor	minors	NOUN
trade	traded	for	for	Jerry	Jerry	PROPN
call	called	in	in	Anaheim	Anaheim	PROPN
win	won	in	in	game	games	NOUN
drive	drove	for	for	hit	hit	NOUN
start	starting	for	for	time	time	NOUN
go	went	against	against	Ray	Rays	PROPN
appear	appear	into	into	80s	80s	NOUN
convert	converted	upon	upon	marriage	marriage	NOUN
live	lived	in	in	Paris	Paris	PROPN
return	returned	with	with	sister	sister	NOUN
debut	debuted	in	in	Month	Month	PROPN
appear	appearing	with	with	part	parts	NOUN
award	awarded	at	at	Festival	Festival	PROPN
work	worked	as	as	writer	writer	NOUN
respond	responded	at	at	church	church	NOUN
graduate	graduated	in	in	@card@	1936	NUM
die	died	on	on	@card@	25	NUM
account	account	within	within	factor	factors	NOUN
focus	focuses	in	in	form	form	NOUN
join	joined	near	near	town	town	NOUN
stay	stayed	in	in	Tabennese	Tabennese	PROPN
preach	preached	upon	upon	return	return	NOUN
welcome	welcomed	upon	upon	arrival	arrival	NOUN
integrate	integrated	around	around	@card@	328	NUM
maintain	maintained	for	for	year	years	NOUN
preach	preach	despite	despite	youth	youth	NOUN
assist	assisting	for	for	year	years	NOUN
get	gets	after	after	awhile	awhile	ADV
fall	fell	from	from	sky	sky	NOUN
gather	gathering	on	on	way	way	NOUN
fall	fell	like	like	fish	fish	NOUN
stretch	stretching	to	to	hill	hills	NOUN
play	play	in	in	after-noons	after-noons	NOUN
go	go	for	for	buddy	buddy	NOUN
look	look	for	for	time	time	NOUN
struggle	struggled	with	with	concept	concept	NOUN
look	looked	with	with	eye	eyes	NOUN
hide	hiding	among	among	bowl	bowls	NOUN
come	come	on	on	morning	morning	NOUN
sell	sold	in	in	winter	winter	NOUN
come	came	in	in	shape	shape	NOUN
stand	stood	in	in	underwear	underwear	NOUN
talk	talked	about	about	I	me	PRON
talk	talked	to	to	I	me	PRON
hang	hung	from	from	spine	spine	NOUN
look	looked	with	with	disgust	disgust	NOUN
publish	published	by	by	artist	artist	NOUN
talk	talking	with	with	Maker	Maker	PROPN
begin	begins	like	like	Comedy	Comedy	PROPN
go	go	to	to	fountain	fountain	NOUN
begin	began	in	in	@card@	2012	NUM
look	look	for	for	hour	hours	NOUN
be	's	at	at	moment	moment	NOUN
dip	dipped	for	for	couple	couple	NOUN
put	put	for	for	while	while	NOUN
speak	spoke	about	about	state	state	NOUN
rely	rely	for	for	everything	everything	NOUN
sit	sat	for	for	interview	interview	NOUN
begin	began	in	in	1930's	1930’s	PROPN
have	had	at	at	Factory	Factory	PROPN
coin	coined	in	in	response	response	NOUN
make	made	about	about	homosexuality	homosexuality	NOUN
quote	quoted	on	on	assessment	assessment	NOUN
display	displays	at	at	bar	bar	NOUN
serve	served	since	since	creation	creation	NOUN
return	returned	in	in	hope	hopes	NOUN
look	looked	under	under	microscope	microscope	NOUN
move	moving	at	at	point	point	NOUN
produce	produce	in	in	language	language	NOUN
televise	televised	for	for	time	time	NOUN
show	shown	in	in	middle	middle	NOUN
retire	retired	after	after	Paralympics	Paralympics	PROPN
catch	caught	in	in	cafe	cafe	NOUN
compete	compete	within	within	Australia	Australia	PROPN
take	took	in	in	@card@	2005	NUM
have	had	through	through	work	work	NOUN
send	sent	in	in	E-mail	e-mail	NOUN
come	came	during	during	one	one	NUM
whittle	whittle	to	to	hundred	hundred	NUM
bear	born	in	in	Kinneret	Kinneret	PROPN
see	seen	because	because	when	when	SCONJ
interview	interviewed	on	on	@card@	18	NUM
conduct	conducted	with	with	people	people	NOUN
collect	collected	in	in	stratosphere	stratosphere	NOUN
search	search	for	for	track	tracks	NOUN
capture	captured	during	during	period	periods	NOUN
arrest	arrested	by	by	police	police	NOUN
receive	received	at	at	Fair	Fair	PROPN
bring	brought	on	on	@card@	14	NUM
meet	met	during	during	visit	visit	NOUN
use	used	by	by	night	night	NOUN
come	come	for	for	internship	internship	NOUN
arrive	arrive	for	for	hajj	Hajj	PROPN
hold	held	with	with	turnout	turnout	NOUN
defeat	defeated	with	with	Junius	Junius	PROPN
resign	resigned	in	in	party	party	NOUN
defeat	defeated	by	by	James	James	PROPN
increase	increased	to	to	@card@	10	NUM
close	closed	with	with	queue	queues	NOUN
plan	planned	with	with	meeting	meeting	NOUN
take	take	on	on	@card@	16	NUM
engrave	engraved	on	on	monument	monument	NOUN
hold	held	to	to	@card@	11	NUM
launch	launched	by	by	user	user	NOUN
wage	waging	since	since	day	days	NOUN
increase	increased	in	in	category	category	NOUN
be	’re	in	in	era	era	NOUN
account	accounted	in	in	@card@	2009	NUM
work	working	to	to	midnight	midnight	NOUN
task	tasked	from	from	ship	ship	NOUN
leave	left	with	with	management	management	NOUN
report	reported	from	from	side	side	NOUN
broadcast	broadcast	after	after	lull	lull	NOUN
buy	bought	at	at	event	event	NOUN
kill	killed	during	during	pilgrimage	pilgrimage	NOUN
happen	happened	during	during	event	event	NOUN
pay	pay	for	for	period	period	NOUN
advance	advanced	in	in	@card@	2010	NUM
donate	donated	by	by	Foundation	Foundation	PROPN
run	run	through	through	9	9	NUM
continue	continued	throughout	throughout	life	life	NOUN
fly	flies	to	to	Chatham	Chathams	PROPN
rank	ranked	from	from	@card@	1890	NUM
lose	lose	in	in	1960s	1960s	NOUN
rise	rises	on	on	shore	shore	NOUN
purchase	purchased	on	on	arrival	arrival	NOUN
do	done	at	at	embassy	embassy	NOUN
apply	applying	by	by	post	post	NOUN
apply	apply	to	to	Consulate	Consulate	PROPN
stay	stay	in	in	Cuba	Cuba	PROPN
dwarf	dwarfed	behind	behind	it	it	PRON
know	known	in	in	creole	creole	NOUN
try	try	for	for	€	€	SYM
vary	very	to	to	season	season	NOUN
create	created	during	during	boom	boom	NOUN
translate	translates	in	in	English	English	PROPN
start	started	at	at	beginning	beginning	NOUN
be	is	in	in	façades	façades	NOUN
found	founded	on	on	top	top	NOUN
inspire	inspired	in	in	Paris	Paris	PROPN
drift	drift	in	in	evening	evenings	NOUN
exploit	exploited	by	by	Native	Native	PROPN
view	viewed	to	to	day	day	NOUN
make	make	to	to	sunrise	sunrise	NOUN
use	used	in	in	place	places	NOUN
number	numbered	-	-	4	4	NUM
barbeque	barbeque	in	in	background	background	NOUN
go	go	to	to	April	April	PROPN
occur	occurs	till	till	mid-August	mid-August	PROPN
lie	lies	at	at	convergence	convergence	NOUN
slant	slanted	to	to	rest	rest	NOUN
follow	follows	to	to	suburb	suburbs	NOUN
continue	continues	to	to	campus	campus	NOUN
borrow	borrow	for	for	hour	hours	NOUN
situate	situated	with	with	some	some	PRON
know	known	by	by	Roman	Romans	PROPN
found	founded	in	in	year	year	NOUN
leave	leave	in	in	evening	evenings	NOUN
begin	began	in	in	1600's	1600's	NOUN
spend	spent	with	with	chicken	chickens	NOUN
sing	sing	like	like	note	notes	NOUN
look	look	in	in	mirror	mirror	NOUN
go	going	to	to	top	top	NOUN
flirt	flirt	on	on	MSN	MSN	PROPN
display	displayed	alongside	alongside	face	faces	NOUN
expose	expose	at	at	all	all	PRON
base	based	at	at	all	all	PRON
communicate	communicate	with	with	it	it	PRON
write	write	to	to	right	right	NOUN
aim	aiming	in	in	manner	manner	NOUN
take	take	by	by	@card@	12:30	NUM
win	wins	unlike	unlike	book	books	NOUN
hit	hitting	with	with	stick	sticks	NOUN
throw	throw	into	into	pool	pool	NOUN
refer	referred	as	as	mama	mama	X
gain	gaining	among	among	vegetarian	vegetarians	NOUN
place	Place	in	in	saucepan	saucepan	NOUN
rinse	Rinse	under	under	water	water	NOUN
see	See	for	for	direction	directions	NOUN
rinse	Rinse	under	under	water	water	NOUN
bring	bring	over	over	heat	heat	NOUN
cook	Cook	for	for	minute	minutes	NOUN
set	set	in	in	format	format	NOUN
transform	transforming	to	to	format	format	NOUN
apply	applied	during	during	export	export	NOUN
transform	transform	during	during	process	process	NOUN
export	export	in	in	way	ways	NOUN
export	export	to	to	file	file	NOUN
copy	Copying	for	for	use	use	NOUN
display	displayed	to	to	program	programs	NOUN
convert	Converting	to	to	format	format	NOUN
create	created	into	into	database	database	NOUN
change	changing	through	through	interface	interface	NOUN
search	searches	in	in	location	location	NOUN
save	save	as	as	page	page	NOUN
place	placed	in	in	section	section	NOUN
place	placed	in	in	section	section	NOUN
climb	climbed	at	at	street	Street	NOUN
think	thought	of	of	Soldier	Soldier	NOUN
wait	waiting	since	since	eight	eight	NUM
be	was	at	at	moment	moment	NOUN
loom	loomed	as	as	kind	kind	NOUN
look	looking	with	with	eye	eyes	NOUN
sit	sitting	in	in	room	room	NOUN
move	moving	to	to	another	another	PRON
break	broken	with	with	result	result	NOUN
rattle	rattled	toward	toward	side	Side	NOUN
pore	poring	in	in	way	way	NOUN
return	returned	in	in	middle	middle	NOUN
thrash	thrashing	with	with	stick	stick	NOUN
eat	eat	on	on	street	Street	NOUN
return	return	for	for	night	night	NOUN
accept	accept	for	for	time	time	NOUN
walk	walk	for	for	rest	rest	NOUN
backtrack	backtracked	to	to	begin	beginning	NOUN
tie	tied	to	to	man	man	NOUN
appeal	appealed	at	at	moment	moment	NOUN
speak	speak	through	through	intercom	intercom	NOUN
clatter	clattering	at	at	door	door	NOUN
run	running	down	down	hall	hall	NOUN
pray	prayed	for	for	deliverance	deliverance	NOUN
spin	spinning	like	like	gyroscope	gyroscope	NOUN
match	matched	on	on	double	double	ADJ
communicate	communicate	in	in	manner	manner	NOUN
return	returns	after	after	prayer	prayers	NOUN
give	giving	by	by	demonstration	demonstration	NOUN
make	made	in	in	speech	speech	NOUN
interpret	interprets	in	in	openness	openness	NOUN
lead	leads	to	to	ground	ground	NOUN
act	acts	through	through	foot	feet	NOUN
translate	translated	for	for	benefit	benefit	NOUN
go	went	between	between	english	English	NOUN
pass	passed	as	as	work	work	NOUN
accept	accepted	by	by	analyst	analysts	NOUN
speak	speak	to	to	Shahar	Shahar	PROPN
place	place	in	in	zone	zone	NOUN
collect	collected	for	for	Holocaust	Holocaust	PROPN
come	come	with	with	sweater	sweaters	NOUN
die	died	in	in	Siberia	Siberia	PROPN
recite	recited	at	at	request	request	NOUN
come	came	via	via	Cyprus	Cyprus	PROPN
move	moved	by	by	tug	tugs	NOUN
move	moved	by	by	tug	tugs	NOUN
pump	pumped	for	for	ballast	ballast	NOUN
create	created	within	within	decade	decades	NOUN
be	are	as	as	relic	relics	NOUN
say	say	on	on	telephone	telephone	NOUN
think	think	as	as	power	power	NOUN
swing	swung	without	without	flutter	flutter	NOUN
stretch	stretched	like	like	begin	beginning	NOUN
strike	stricken	by	by	touch	touch	NOUN
rest	rested	after	after	age	ages	NOUN
look	looked	in	in	flush	flush	NOUN
float	floated	into	into	mystery	mystery	NOUN
run	run	in	in	hurry	hurry	NOUN
build	build	in	in	month	month	NOUN
go	going	with	with	store	stores	NOUN
lose	lost	like	like	needle	needle	NOUN
go	went	upon	upon	river	river	NOUN
go	went	to	to	place	place	NOUN
return	returned	after	after	lot	lot	NOUN
fill	filled	with	with	river	rivers	NOUN
look	looked	in	in	shop-window	shop-window	NOUN
go	go	before	before	sunset	sunset	NOUN
call	called	for	for	purpose	purpose	NOUN
run	ran	along	along	sea	sea	NOUN
cluster	clustered	with	with	flag	flag	NOUN
die	dying	at	at	rate	rate	NOUN
call	called	along	along	coast	coast	NOUN
writhe	writhe	in	in	extremity	extremity	NOUN
drown	drowned	in	in	recrudescence	recrudescence	NOUN
lie	lying	with	with	wheel	wheels	NOUN
hoist	hoisted	with	with	alacrity	alacrity	NOUN
take	take	in	in	trust	trust	NOUN
stroll	stroll	for	for	moment	moment	NOUN
tear	tore	on	on	stone	stones	NOUN
come	came	like	like	seal	seal	NOUN
annoy	annoyed	by	by	quarrel	quarrels	NOUN
hear	heard	on	on	coast	coast	NOUN
blow	blew	like	like	whiff	whiff	NOUN
intrigue	intriguing	in	in	kind	kind	NOUN
eliminate	eliminated	at	at	cost	cost	NOUN
fix	fix	for	for	year	year	NOUN
entitle	entitled	as	as	citizen	citizens	NOUN
add	added	for	for	tuesday	Tuesday	NOUN
call	called	to	to	Smith	Smith	PROPN
happen	happens	in	in	country	countries	NOUN
reach	reach	from	from	Morocco	Morocco	PROPN
involve	involved	at	at	moment	moment	NOUN
come	come	in	in	context	context	NOUN
agree	agree	at	at	all	all	PRON
cycle	cycled	at	at	weekend	weekends	NOUN
take	took	through	through	suit	suit	NOUN
lay	laid	for	for	chair	chairs	NOUN
collect	collected	in	in	dip	dip	NOUN
seem	seemed	in	in	end	end	NOUN
give	given	after	after	independence	independence	NOUN
strike	struck	on	on	hairnet	hairnets	NOUN
look	look	through	through	lens	lens	NOUN
spray	sprayed	as	as	precaution	precaution	NOUN
emerge	emerged	into	into	recognition	recognition	NOUN
walk	walking	through	through	whiff	whiff	NOUN
fall	fallen	during	during	night	night	NOUN
make	make	with	with	grill	grill	NOUN
flatten	flattened	against	against	wall	walls	NOUN
retail	retailing	in	in	kitchen	kitchen	NOUN
pass	passing	through	through	head	head	NOUN
bring	brought	with	with	beating	beatingsup	NOUN
lead	led	to	to	scrap	scrap	NOUN
grow	growing	on	on	sill	sill	NOUN
force	forced	into	into	garden	garden	NOUN
be	was	with	with	tea	tea	NOUN
be	was	at	at	ceremony	ceremony	NOUN
give	giving	to	to	section	section	NOUN
queue	queueing	at	at	field	field	NOUN
make	make	among	among	gyration	gyrations	NOUN
accept	accepted	by	by	everyone	everyone	PRON
draw	drawn	to	to	table	table	NOUN
make	made	in	in	school	schools	NOUN
talk	talk	about	about	it	it	PRON
brush	brushed	in	in	way	way	NOUN
be	be	from	from	six	six	NUM
go	went	for	for	afternoon	afternoon	NOUN
come	come	to	to	one	one	PRON
be	was	round	round	fireplace	fireplace	NOUN
bang	banging	with	with	panga	panga	NOUN
come	come	in	in	compound	compounds	NOUN
sit	sitting	with	with	you	you	PRON
turn	turning	with	with	assumption	assumption	NOUN
direct	directing	through	through	husband	husband	NOUN
see	see	round	round	dressing-table	dressing-table	NOUN
go	went	to	to	flat	flats	NOUN
stand	stood	in	in	building	building	NOUN
stop	stop	on	on	road	road	NOUN
get	got	beside	beside	Bray	Bray	PROPN
sit	sat	like	like	hedgehog	hedgehog	NOUN
roll	rolled	at	at	touch	touch	NOUN
lie	lying	like	like	beast	beasts	NOUN
crop	cropping	on	on	mound	mound	NOUN
break	broken	at	at	four	four	NUM
wake	woken	by	by	noise	noise	NOUN
stare	stared	to	to	aunt	aunt	NOUN
lock	locked	by	by	Vernon	Vernon	PROPN
go	went	without	without	any	any	PRON
talk	talking	for	for	fortnight	fortnight	NOUN
get	get	at	at	dinner	dinner	NOUN
take	take	for	for	coffee	coffee	NOUN
send	sending	with	with	letter	letter	NOUN
lock	locking	with	with	wand	wand	NOUN
give	give	from	from	Hogwart	Hogwarts	PROPN
slip	slipped	for	for	time	time	NOUN
aim	aimed	with	with	pan	pan	NOUN
cross	crossed	on	on	tiptoe	tiptoe	NOUN
look	looked	with	with	rip	rips	NOUN
sink	sinking	next	next	Hedwig	Hedwig	PROPN
goggle	goggled	at	at	he	him	PRON
goggle	goggling	at	at	he	him	PRON
grin	Grinning	from	from	seat	seats	NOUN
be	were	with	with	Ron	Ron	PROPN
climb	climbed	into	into	room	room	NOUN
pass	passing	to	to	Ron	Ron	PROPN
carry	carried	to	to	window	window	NOUN
slide	slid	into	into	seat	seat	NOUN
grin	grinning	to	to	ear	ear	NOUN
glide	glide	like	like	ghost	ghost	NOUN
look	looked	at	at	house	house	NOUN
come	came	in	in	front	front	NOUN
stare	staring	to	to	next	next	ADJ
write	written	by	by	friday	Friday	NOUN
write	Written	in	in	letter	letters	NOUN
speak	spoken	in	in	fire	fire	NOUN
follow	followed	into	into	sunlight	sunlight	NOUN
take	taking	for	for	drink	drink	NOUN
wrap	wrapped	in	in	woollens	woollens	NOUN
work	worked	on	on	both	both	PRON
hang	hanging	from	from	hook	hooks	NOUN
skewer	skewering	with	with	needle	needles	NOUN
rock	rocked	by	by	thousand	thousands	NOUN
press	pressed	against	against	window	windows	NOUN
come	came	into	into	kitchen	kitchen	NOUN
stay	stay	on	on	night	nights	NOUN
stare	stare	in	in	way	way	NOUN
pass	passed	like	like	pouch	pouch	NOUN
stand	stand	behind	behind	oilskin	oilskin	NOUN
sound	sounded	on	on	end	end	NOUN
broil	broiled	in	in	butter	butter	NOUN
go	go	to	to	admiral	Admiral	ADJ
appear	appeared	in	in	coat	coat	NOUN
hang	hanging	around	around	room	room	NOUN
start	started	as	as	boy	boy	NOUN
fling	flung	in	in	whirl	whirl	NOUN
struggle	struggled	with	with	pile	pile	NOUN
follow	followed	by	by	band	band	NOUN
lie	lie	on	on	what	what	PRON
look	looking	in	in	way	way	NOUN
leave	left	but	but	she	she	PRON
move	moved	across	across	line	lines	NOUN
refer	refer	for	for	work	Work	NOUN
receive	received	under	under	license	License	NOUN
offer	offers	on	on	term	terms	NOUN
grant	granted	under	under	license	License	NOUN
offer	offers	on	on	term	terms	NOUN
grant	granted	under	under	license	License	NOUN
make	made	from	from	time	time	NOUN
accuse	accused	because	because	involvement	involvement	NOUN
include	included	on	on	ground	grounds	NOUN
refer	referred	on	on	occasion	occasion	NOUN
appear	appeared	on	on	18	18	NUM
go	going	about	about	discontent	discontent	NOUN
include	included	on	on	Thursday	Thursday	NOUN
approve	approved	in	in	September	September	PROPN
abide	abide	on	on	matter	matter	NOUN
continue	continued	at	at	expense	expense	NOUN
stretch	stretched	to	to	limit	limit	NOUN
transpose	transposed	in	in	time	time	NOUN
provide	provide	in	in	fight	fight	NOUN
dispose	dispose	with	with	cargo	cargo	NOUN
highlight	highlighted	in	in	parliament	Parliament	NOUN
advise	advise	on	on	organisation	organisation	NOUN
enter	entered	on	on	1	1	NUM
link	linked	by	by	CEN	CEN	PROPN
support	supported	under	under	procedure	procedure	NOUN
put	put	between	between	1	1	NUM
speak	spoke	of	of	temperature	temperatures	NOUN
regard	regarded	within	within	part	part	NOUN
take	taken	in	in	point	points	NOUN
enter	enter	with	with	group	groups	NOUN
adopt	adopted	in	in	spirit	spirit	NOUN
reflect	reflected	by	by	elimination	elimination	NOUN
make	made	up	up	debate	debate	NOUN
lose	losing	in	in	industry	industries	NOUN
leave	left	in	in	commission	Commission	NOUN
sit	sitting	for	for	month	months	NOUN
lay	laid	at	at	Summit	Summit	PROPN
support	supported	at	at	session	session	NOUN
disagree	disagreed	on	on	approach	approach	NOUN
add	added	in	in	form	form	NOUN
ensure	ensuring	in	in	making	making	NOUN
send	sent	in	in	future	future	NOUN
sign	sign	in	in	step	steps	NOUN
log	log	from	from	page	page	NOUN
add	add	from	from	page	page	NOUN
generate	generated	from	from	investment	investment	NOUN
direct	directed	from	from	advert	adverts	NOUN
combine	Combining	for	for	positive	positive	NOUN
see	see	in	in	feed	Feed	NOUN
learn	Learn	in	in	centre	Centre	NOUN
suggest	suggested	in	in	Programme	Programme	PROPN
intend	intended	in	in	Directive	Directives	NOUN
extend	extended	as	as	means	means	NOUN
run	run	to	to	31	31	NUM
send	send	by	by	30	30	NUM
set	set	in	in	communication	Communication	NOUN
carry	carried	on	on	state	State	NOUN
give	given	to	to	that	those	PRON
come	came	with	with	majority	majority	NOUN
proclaim	Proclaims	to	to	end	end	NOUN
entitle	entitled	without	without	distinction	distinction	NOUN
entitle	entitled	to	to	protection	protection	NOUN
constitute	constitute	at	at	time	time	NOUN
entitle	entitled	as	as	marriage	marriage	NOUN
entitle	entitled	through	through	effort	effort	NOUN
determine	determined	for	for	purpose	purpose	NOUN
be	's	for	for	they	them	PRON
happen	happens	in	in	pyramid	pyramid	NOUN
double	doubling	over	over	period	period	NOUN
grow	grow	by	by	2050	2050	NUM
compete	compete	for	for	resource	resources	NOUN
look	look	to	to	future	future	NOUN
launch	launched	on	on	February	February	NOUN
outmaneuver	outmaneuvered	in	in	negotiation	negotiations	NOUN
establish	established	in	in	1990	1990	NUM
invest	invest	alongside	alongside	investor	investors	NOUN
range	ranging	to	to	bubble	bubbles	NOUN
start	started	without	without	consumer	consumer	NOUN
emerge	emerged	as	as	economy	economy	NOUN
become	become	with	with	rise	rise	NOUN
lead	lead	except	except	banker	bankers	NOUN
connect	connected	through	through	Facebook	Facebook	PROPN
lock	lock	in	in	life	life	NOUN
provide	provides	throughout	throughout	life	lives	NOUN
fall	fall	by	by	2050	2050	NUM
soar	soared	to	to	%	%	SYM
serve	served	for	for	strategy	strategy	NOUN
compare	compared	in	in	economy	economies	NOUN
account	accounts	in	in	South	South	PROPN
grow	grows	in	in	Tanzania	Tanzania	PROPN
vary	vary	to	to	country	country	NOUN
deliver	deliver	to	to	place	place	NOUN
work	worked	in	in	2000	2000	NUM
address	addressed	on	on	behalf	behalf	NOUN
agree	agreed	by	by	congress	Congress	NOUN
sap	sapped	over	over	decade	decades	NOUN
recognize	recognized	by	by	world	world	NOUN
stand	stand	on	on	us	our	PRON
serve	serve	for	for	solidarity	solidarity	NOUN
set	set	with	with	coin	coin	NOUN
come	came	in	in	Paris	Paris	PROPN
keep	kept	by	by	parent	parents	NOUN
work	worked	into	into	La	La	X
send	sent	for	for	year	years	NOUN
live	live	in	in	garret	garret	NOUN
traveled	traveled	in	in	hope	hopes	NOUN
reprocess	reprocessing	in	in	country	country	NOUN
publish	published	under	under	name	name	NOUN
stay	stayed	outside	outside	Fougères	Fougères	PROPN
provide	provided	outside	outside	pseudonym	pseudonyms	NOUN
trap	trapped	in	in	plan	plan	NOUN
gain	gained	as	as	clerk	clerk	NOUN
work	work	at	at	stretch	stretch	NOUN
work	worked	with	with	hour	hours	NOUN
find	found	with	with	benefit	benefit	NOUN
visit	visited	in	in	1843	1843	NUM
drive	drove	to	to	church	church	NOUN
talk	talk	with	with	authority	authority	NOUN
arrive	arrived	on	on	20	20	NUM
serve	served	at	at	funeral	funeral	NOUN
bury	buried	in	in	Paris	Paris	PROPN
write	wrote	about	about	lack	lack	NOUN
regard	regarded	in	in	language	language	NOUN
begin	began	as	as	actor	actor	NOUN
raise	raised	by	by	end	end	NOUN
publish	published	during	during	lifetime	lifetime	NOUN
study	studied	throughout	throughout	world	world	NOUN
charter	chartered	about	about	mile	mile	NOUN
vary	varied	during	during	era	era	NOUN
died	died	at	at	age	age	NOUN
mention	mentioned	in	in	1592	1592	NUM
employ	employed	by	by	Alexander	Alexander	PROPN
begin	begun	to	to	remark	remarks	NOUN
publish	published	from	from	1594	1594	NUM
act	act	after	after	success	success	NOUN
name	names	for	for	man	Man	NOUN
take	taken	as	as	sign	sign	NOUN
divide	divided	during	during	career	career	NOUN
move	moved	by	by	1599	1599	NUM
purchase	purchasing	from	from	Henry	Henry	PROPN
bring	brought	against	against	John	John	PROPN
rage	raged	throughout	throughout	1609	1609	NUM
attribute	attributed	after	after	1613	1613	NUM
commemorate	commemorated	around	around	world	world	NOUN
collaborate	collaborated	at	at	point	point	NOUN
revise	revised	after	after	composition	composition	NOUN
write	written	during	during	vogue	vogue	NOUN
give	give	to	to	atmosphere	atmosphere	NOUN
see	seen	on	on	part	part	NOUN
construct	construct	at	at	Southwark	Southwark	PROPN
build	built	for	for	actor	actors	NOUN
perform	performed	between	between	1	1	NUM
perform	performed	during	during	winter	winter	NOUN
play	played	among	among	character	characters	NOUN
replace	replaced	by	by	Robert	Robert	PROPN
print	printed	in	in	1609	1609	NUM
write	wrote	for	for	readership	readership	NOUN
appear	appeared	in	in	1599	1599	NUM
refer	referred	to	to	sonnet	Sonnets	NOUN
have	has	in	in	drama	drama	NOUN
finish	finish	with	with	risk	risk	NOUN
survive	survive	to	to	drama	drama	NOUN
view	viewed	for	for	tragedy	tragedy	NOUN
draw	drew	for	for	theory	theories	NOUN
single	singled	as	as	excellent	excellent	ADJ
respond	respond	on	on	term	terms	NOUN
produce	produced	on	on	scale	scale	NOUN
find	found	in	in	rafter	rafters	NOUN
find	find	in	in	play	plays	NOUN
